title,description,creator,date,subjects,source,orig-id,rights,type,format,object-id
Psychiana the New Scientific Religion,"Lecture by Frank B. Robinson on success and failure, wealth and poverty.","Robinson, Frank B.",1938-10-31,Material Abundance; God-Power; God-Law,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,923
To All Enquirers [04],Form letter from C.W. Tenney to a recipient of Psychiana lessons.,"Tenney, C.W.",1938,C.W. Tenney; God-Law; God-Power; Material Abundance,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,924
Student's Registration Certificate with Donation Amount,Student registration form to enroll in Psychiana courses. Includes a table to indicate the amount of money the student would like to donate.,"Robinson, Frank B.",1938,"Moscow, Idaho; C.W. Tenney; God-Power; God-Law; Idaho; Donations","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,925
Brief History of This World Movement with Explanation of the Phenomena Which Follows It,Form letter from C.W. Tenney describing what Psychiana is and how he became an assistant to Frank B. Robinson.,"Tenney, C.W.",1938,"C.W. Tenney; God-Law; God-Power; Moscow, Idaho; Spiritual Power; Testimonials; Criticizing Orthodox Religion","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,926
Student's Registration Certificate without Donation Amount,Student registration form to enroll in Psychiana courses.,,1938,C.W. Tenney; God-Power; Students; Spirit of God; God-Law;,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,927
Packet beginning with a form letter titled 'Here is Your Lesson Number One',"Packet includes a form letter from C.W. Tenney to new students of Psychiana, lesson number one, a lecture on success, wealth and happiness, and a testimonial letter.","Tenney, C.W.",1938,C.W. Tenney; Lessons; Students; God-Law; God-Power; Success; Happiness; Material Abundance; Testimonials,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,928
Packet beginning with a form letter titled 'An Abundance of Overwhelming Power' [02],"Packet includes a form letter, two flyers featuring testimonial letters, an application card, and a flyer with a newspaper clipping.",,1937,Testimonials; God-Power; Spiritual Realm; God-Law; Criticizing Orthodox Religion,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_035,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,929
Our Progress,"Article focuses on the growth of Psychiana and how it antagonizes the Church, or orthodox religion. Robinson adiscusses the discovery of the atom and other technological advances as evidence that the world is changing. He also expresses his disbelief in orthodox doctrine.","Robinson, Frank B.",1947-07-01,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,930
Packet beginning with the form letter 'Here is Your Lesson Number Three',"Packet includes a form letter from Frank B. Robinson and lesson number three, a lecture on God-Law.",,1938,"C.W. Tenney; Moscow, Idaho; Idaho; God-Law; God-Power; Material Abundance; Testimonials; Lessons; Testimonials","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_019,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,931
Alfred B. Robinson; They Have Found Faith; Group Meetings; I Never See God,Article labeled 'shorts' at the top. The first discusses the life of Alfred B. Robinson and his aptitude as a teacher; the second discusses a visit Robinson had with the educator Marcus Bach; the final article discusses the duty of Psychiana students to teach others and spread the religion. The final page is a poem.,"Robinson, Frank B.",1947-07-01,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,932
