title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
Keeby house,"Barkhuff, William Delbert",1900,House surrounded by fence.  Gate in lower right corner.  Man on porch.  Trees and wooden sidewalk on left.,Fences--Washington (State)--Pullman; Gates--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Porches--Washington (State)--Pullman; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Wooden sidewalks--Washington (State)--Pullman,,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f06n20,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,113
George Phelda Barkhuff,"Barkhuff, William Delbert",1900,George Phelda Barkhuff standing near tree with dogs on either side.,"Barkhuff, George Phelda; Trees--Washington (State)--Pullman; Dogs--Washington (State)--Pullman",,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f06n21,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,114
Group Picnic,"Barkhuff, William Delbert",1900,Men and women dressed in formal attire eating in field.  Trees in background.,Women--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Picnics--Washington (State)--Pullman; Men--Washington (State)--Pullman; Eating &amp; drinking--Washington (State)--Pullman,,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,115
Mrs. Taylor,"Barkhuff, William Delbert",1900,Mrs. Taylor holding tree branch.,"Taylor, Mrs.; Trees--Washington (State)--Pullman",,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,116
Two Men in Orchard,"Barkhuff, William Delbert",1900,Two men sitting in orchard.,Men--Washington (State)--Pullman; Orchards--Washington (State)--Pullman,,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,117
Brooks and Post,"Barkhuff, William Delbert",1900,Two boys with arms crossed standing in front of house and walkway.,Houses--Washington (State)--Pullman; Boys--Washington (State)--Pullman; Walkways--Washington (State)--Pullman,,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,118
Taken at Bishop ca. 1900,"Barkhuff, William Delbert",1900,Group of people gathered near wooden building.,Children and adults--Washington (State)--Pullman; Wooden buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Bishop,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,119
George Phelda Barkhuff 1894,"Barkhuff, William Delbert",1905-03-08,George Phelda Barkhuff dressed in formal attire.  Chair covered with blanket on left. Rug on floor.  Screen in background.,"Barkhuff, George Phelda; Chairs--Washington (State)--Pullman; Blankets--Washington (State)--Pullman; Floor coverings--Washington (State)--Pullman; Screens--Washington (State)--Pullman",,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,120
"Seniors, Colfax","Barkhuff, William Delbert",189u,Group of seniors gathered around picnic table under trees.,Tables--Washington (State)--Colfax; Trees--Washington (State)--Colfax; Picnics--Washington (State)--Colfax; Men--Washington (State)--Colfax; Women--Washington (State)--Colfax,North and Central America--United States--Washington (state)--Whitman county--Colfax,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,121
WAC Class of 1898 Senior Prep.,"Barkhuff, William Delbert",1905-03-12,Woman seated on sofa surrounded by floral arrangements.  Rug on floor.,Women--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Floor coverings--Washington (State)--Pullman; Furniture--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,122
Senior Prep,"Barkhuff, William Delbert",1905-03-12,Woman in white dress holding diploma.  Surrounded by flowers.,Flowers--Washington (State)--Pullman; Clothing &amp; dress--Washington (State)--Pullman; Women--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,123
Senior Prep,"Barkhuff, William Delbert",1905-03-12,Woman dressed in white holding diploma.  Surrounded by flowers.,Flowers--Washington (State)--Pullman; Clothing &amp; dress--Washington (State)--Pullman; Women--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,124
Senior Prep,"Barkhuff, William Delbert",1905-03-12,Two women dressed in white holding diplomas.  One seated on couch.  Other standing behind to the left.  Surrounded by flowers.,Furniture--Washington (State)--Pullman; Clothing &amp; dress--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Women--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n13,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,125
Great Grandmother,"Barkhuff, William Delbert",18uu,Collection of photographs on wall.  Picture in center turned sideways of George Phelda Barkhuff.,"Barkhuff, George Phelda; Photographs--Washington (State)--Pullman",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,126
Picture Collage,"Barkhuff, William Delbert",18uu,Collage of photographs.  Top one possibly Ara Jackson.  Bottom picture advertisement for wool soap.,"Jackson, Ara; Photographs--Washington (State)--Pullman; Adverstisements--Washington (State)--Pullman",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n15,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,127
Group Portrait,"Barkhuff, William Delbert",189u,"Men pose for group portrait.  Words to left read &quot;F. Taylor, Pullman, Wash.&quot;",Photographs--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n16,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,128
W.D. Barkhuff,"Barkhuff, William Delbert",19uu,Portrait of William Delbert Barkhuff.,"Barkhuff, William Delbert",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n17,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,129
WAC Scenes and People,"Barkhuff, William Delbert",189u,Three men in bowler hats with canes pose for group portrait.,Men--Washington (State)--Pullman; Hats--Washington (State)--Pullman; Staffs (Sticks)--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n18,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,130
Portrait,"Barkhuff, William Delbert",1894/1910,Profile of man sitting in chair.  Photograph and frame hanging above on wall.,Men--Washington (State)--Pullman; Chairs--Washington (State)--Pullman; Photographs--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n19,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,131
