title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
"Weed pests of Idaho and methods of eradication (071, Bulletin No., 1911)","Osborne, O.M.",1911-07-01,"36 p., University of Idaho Agricultural Experiment Station, Bulletin No. 71, July 1911.",weed control; Weeds--Control--Idaho;,University of Idaho. Agricultual Extension Service,uie_b71,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),071,2816
"Lamb feeding and sheep husbandry in Idaho (077, Bulletin No., 1913)","Carlyle, W.L.; Iddings, Edward J.",1913-09-01,"37 p., University of Idaho Agricultural Experiment Station, Bulletin No. 77, September 1913.",animal husbandry; lamb feeding; livestock; sheep; Lambs--Feeding and feeds,Idaho Agricultural Experiment Station,uie_b77,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),077,2854
"Planting apple orchards in Idaho (064, Bulletin No.; 1908)","Shinn, J.R.",1908-07-01,"50 p., University of Idaho Agricultural Experiment Station, Bulletin No. 64, July 1908.",apples; orchards; planting; Apples--Planting--Idaho;,Idaho Agricultural Experiment Station,uie_b64,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),064,2905
"Annual report for year ending June 30, 1915 (084, Bulletin No., 1915)","Brannon, M.A.; Jones, J. Shirley",1915-11-01,"47 p., University of Idaho Agricultural Experiment Station, Bulletin No. 84, November 1915.",agricultural experiment stations; Agriculture--Idaho; Agricultural experiment stations--Idaho,Idaho Agricultural Experiment Station,uie_b84,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),084,2953
"Better dairy methods (067, Bulletin No., 1909)","Frandson, J.H.",1909-05-01,"48 p., University of Idaho Agricultural Experiment Station, Bulletin No. 67, May 1909.",dairy farming; Dairy farming; Dairying;,Idaho Agricultural Experiment Station,uie_b67,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),067,3002
"The farmer's vegetable garden (069, Bulletin No., 1910)","Wicks, W.H.",1910-08-01,"49 p., University of Idaho Agricultural Experiment Station, Bulletin No. 69, August 1910.",vegetable gardens; Vegetable gardening;,Idaho Agricultural Experiment Station,uie_b69,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),069,3052
"Strawberry culture in Idaho (070, Bulletin No., 1911)","Vincent, Clarence C.",1911-03-01,"52 p., University of Idaho Agricultural Experiment Station, Bulletin No. 70, March 1911.",strawberries; Strawberries--Varieties--Idaho;,Idaho Agricultural Experiment Station,uie_b70,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),070,3105
"A study of Idaho butter with suggestions for improvement (073, Bulletin No., 1912)","Frevert, G.E.",1912-06-01,"51 p., University of Idaho Agricultural Experiment Station, Bulletin No. 73, June 1912.",butter; Butter--Composition; Dairying--Idaho;,Idaho Agricultural Experiment Station,uie_b73,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),073,3157
"Tomato culture in Idaho (076, Bulletin No., 1913)","Wicks, W.H.",1913-03-01,"54 p., University of Idaho Agricultural Experiment Station, Bulletin No. 76, March 1913.",tomatoes; Tomatoes--Idaho;,Idaho Agricultural Experiment Station,uie_b76,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),076,3212
"The composition of irrigated and non-irrigated fruits (075, Bulletin No., 1912)","Jones, J.S.; Colver, C.W.",1912-08-01,"54 p., University of Idaho Agricultural Experiment Station, Bulletin No. 75, August 1912.",dryland farming; fruits; irrigated farming; Fruit--Composition; Fruit--Irrigation;,Idaho Agricultural Experiment Station,uie_b75,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),075,3267
"Methods of clearing logged-off land (091, Bulletin No., 1916)","Shattuck, C.H.",1916-12-01,"59 p., University of Idaho Agricultural Experiment Station, Bulletin No. 91, December 1916.",Cutover lands--Idaho; Clearing of land--Idaho;,Idaho Agricultural Experiment Station,uie_b91,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),091,3327
"A report on the milling properties of Idaho wheat (072, Bulletin No., 1911)","Jones, J. Shirley; Fishburn, H.P.; Colver, C.W.",1911-12-01,"67 p., University of Idaho Agricultural Experiment Station, Bulletin No. 72, December 1911.",milling; wheat; Wheat--Milling--Idaho;,Idaho Agricultural Experiment Station,uie_b72,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),072,3395
"Potato culture: ""Potato culture for northern Idaho""; ""Potato culture under irrigation""; ""Dry land potato culture""; ""Potato diseases and insect pests"" (079, Bulletin No., 1914)","Kennard, F.L.; Welch, J.S.; Aicher, L.C.; Temple, C.E.",1914-04-01,"67 p., University of Idaho Agricultural Experiment Station, Bulletin No. 79, April 1914.",dryland farming; irrigated farming; plant diseases and disorders; plant pests; potatoes; Potatoes--Idaho; Potatoes--Irrigation--Idaho; Potatoes--Diseases and pests--Idaho;,Idaho Agricultural Experiment Station,uie_b79,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),079,3463
"Annual report for year ending June 30, 1916 (092, Bulletin No., 1916)","Brannon, M.A.; Jones, J. Shirley",1916-12-01,"71 p., University of Idaho Agricultural Experiment Station, Bulletin No. 92, December 1916.",agricultural experiment stations; Agriculture--Idaho; Agricultural experiment stations--Idaho,Idaho Agricultural Experiment Station,uie_b92,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),092,3535
