title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
Wallace (Idaho) 1920 [08],"Barnard Studio (Wallace, Idaho)",8/21/1920,,"Distant view of Wallace from tank Aug. 21, 1920.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.469785,-115.915668,PG 8-X617b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/647,647
Wallace (Idaho),"Barnard Studio (Wallace, Idaho)",1920,yes,American Express Co. taken at O. W. R and N. Co. (Oregon-Washington Railroad and Navigation Company)Depot,railroad stationswagons (cargo vehicles),United States--Idaho--Shoshone County--Wallace,Wallace,47.471035,-115.923346,PG 8-X618,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/648,648
"O&apos;Brien Gulch (Idaho), Macki, John-Murder Case 1921","Barnard Studio (Wallace, Idaho)",11/6/1921,,"Image taken for the Macki, John-Murder Case taken Nov. 6 1921 at O&apos;Brien Gulch above Larson, Idaho.",,United States--Idaho--Shoshone County--Wallace,Wallace,47.469643,-115.730971,PG 8-X642c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/649,649
Wallace (Idaho) 1920 [09],"Barnard Studio (Wallace, Idaho)",1920,yes,Exterior view of Wallace garage showing Ford sign.,garagesbusiness (commercial function)vehicles (transportation),United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X619a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/650,650
Wallace (Idaho) 1920 [10],"Barnard Studio (Wallace, Idaho)",1920,yes,Interior view of Wallace Garage.,garagesbusiness (commercial function)vehicles (transportation)equipment,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X619b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/651,651
Wallace (Idaho) 1920 [11],"Barnard Studio (Wallace, Idaho)",8/21/1920,,"Distant view of Wallace from tank Aug. 21, 1920.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.469798,-115.915661,PG 8-X620a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/652,652
Wallace (Idaho) 1920 [12],"Barnard Studio (Wallace, Idaho)",8/21/1920,,"Distant view of Wallace from tank Aug. 21, 1920.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.469778,-115.915678,PG 8-X620b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/653,653
Wallace (Idaho) 1920 [13],"Barnard Studio (Wallace, Idaho)",8/21/1920,,"Distant view of Wallace from tank Aug. 21, 1920.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.469768,-115.915698,PG 8-X620c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/654,654
Wallace (Idaho) 1920 [14],"Barnard Studio (Wallace, Idaho)",10/22/1920,,"Frank and Kramer Garage - McDonnell car Oct. 22,1920",vehicles (transportation),United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X621,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/655,655
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Image shows a river with tree covered hillside in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608252,-116.235726,PG 8-X622a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/656,656
"O&apos;Brien Gulch (Idaho), Macki, John-Murder Case 1921","Barnard Studio (Wallace, Idaho)",11/6/1921,,"Image taken for the Macki, John-Murder Case taken Nov. 6 1921 at O&apos;Brien Gulch above Larson, Idaho.",treesreenactments,United States--Idaho--Shoshone County--Wallace,Wallace,47.469693,-115.730961,PG 8-X642d,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/657,657
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Images shows the river surrounding an island with trees. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608222,-116.235733,PG 8-X622b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/658,658
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Images shows railroad tracks and farm field in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",railroadshillstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608233,-116.235744,PG 8-X622c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/659,659
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Image shows river and tree covered hills in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608266,-116.235766,PG 8-X622e,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/660,660
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Image shows river and tree covered hills in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608244,-116.235755,PG 8-X622d,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/661,661
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Image shows river and tree covered hills in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstrees,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608277,-116.235777,PG 8-X622f,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/662,662
Linfor (Idaho)1920,"Barnard Studio (Wallace, Idaho)",10/18/1920,,"Image shows a river bed with some farming building in the background. The image was taken at Linfor October 18, 1920 for T. Towles.",streamstreesbuildings (structures)river beds,United States--Idaho--Shoshone County--Linfor,Kellogg West,47.608288,-116.235788,PG 8-X622g,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/663,663
"O&apos;Brien Gulch (Idaho), Macki, John-Murder Case 1921","Barnard Studio (Wallace, Idaho)",11/6/1921,,"Image taken for the Macki, John-Murder Case taken Nov. 6 1921 at O&apos;Brien Gulch above Larson, Idaho.",treeshillsreenactments,United States--Idaho--Shoshone County--Wallace,Wallace,47.469683,-115.730951,PG 8-X642e,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/664,664
Mullan (Idaho)1920,"Barnard Studio (Wallace, Idaho)",11/11/1920,,"A distant view of Mullan, Idaho taken, November 11, 1920.",towns,United States--Idaho--Shoshone County--Mullan,Mullan,47.470288,-115.801855,PG 8-X623,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/665,665
Callahan (Idaho) 1915,"Barnard Studio (Wallace, Idaho)",1915,yes,"Callahan cabin, James Francis, built up 9 mile about 1915, logs brought in from Oregon, burned 1964",cabinstowns,United States--Idaho--Shoshone County--Callahan,Mullan,47.470299,-115.801844,PG 8-X624,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/666,666
Dudley (Idaho) 1921,"Barnard Studio (Wallace, Idaho)",1/13/1921,,"Log Jam in Dudley, Idaho, January 13, 1921.",trees,United States--Idaho--Kootenai County--Dudley,Rose Lake,47.543321,-116.427001,PG 8-X625a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/667,667
Dudley (Idaho) 1921,"Barnard Studio (Wallace, Idaho)",1/13/1921,,"Log Jam in Dudley, Idaho, January 13, 1921.",trees,United States--Idaho--Kootenai County--Dudley,Rose Lake,47.543022,-116.427011,PG 8-X625b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/668,668
Dudley (Idaho) 1921,"Barnard Studio (Wallace, Idaho)",1/13/1921,,"Log Jam in Dudley, Idaho, January 13, 1921.",trees,United States--Idaho--Kootenai County--Dudley,Rose Lake,47.543111,-116.427021,PG 8-X625f,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/669,669
Dudley (Idaho) 1921,"Barnard Studio (Wallace, Idaho)",1/13/1921,,"Log Jam in Dudley, Idaho, January 13, 1921.",treesbridges,United States--Idaho--Kootenai County--Dudley,Rose Lake,47.543021,-116.427031,PG 8-X625g,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/670,670
Burke (Idaho),"Barnard Studio (Wallace, Idaho)",1908,yes,Mountain snow scene of a man standing at the edge of a cliff with mining equipment around him.,mountainsmines (extracting complexes)trees,United States--Idaho--Shoshone County--Burke,Burke,47.520729,-115.817675,PG 8-X605a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/671,671
"O&apos;Brien Gulch (Idaho), Macki, John-Murder Case 1921","Barnard Studio (Wallace, Idaho)",11/6/1921,,"Image taken for the Macki, John-Murder Case taken Nov. 6 1921 at O&apos;Brien Gulch above Larson, Idaho.",treeshillsreenactments,United States--Idaho--Shoshone County--Wallace,Wallace,47.469673,-115.730941,PG 8-X642f,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/672,672
Burke (Idaho),"Barnard Studio (Wallace, Idaho)",1920,yes,Taken from above town- shows school and portion of residential area,schools,United States--Idaho--Shoshone County--Burke,Burke,47.520742,-115.817695,PG 8-X605b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/673,673
Burke (Idaho),"Barnard Studio (Wallace, Idaho)",1920,yes,"Distant view of snow covered Burke, Idaho set in the valley.",mountainstrees,United States--Idaho--Shoshone County--Burke,Burke,47.520751,-115.817609,PG 8-X605c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/674,674
Burke (Idaho),"Barnard Studio (Wallace, Idaho)",1920,yes,Man stands at the end of a snow covered path.,treesfootpaths,United States--Idaho--Shoshone County--Burke,Burke,47.520728,-115.817611,PG 8-X605d,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/675,675
Burke (Idaho) 1920,"Barnard Studio (Wallace, Idaho)",1920,yes,"Distant view of snow covered Burke, Idaho set in the valley.",mountainstrees,United States--Idaho--Shoshone County--Burke,Burke,47.520758,-115.817653,PG 8-X605e,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/676,676
"Marsh Mine, Burke (Idaho)","Barnard Studio (Wallace, Idaho)",1920,yes,"A closer view of a snow covered Marsh Mine near Burke, Idaho.",mountainstreesmine buildings,United States--Idaho--Shoshone County--Burke,Burke,47.520728,-115.817662,PG 8-X605f,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/677,677
