title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Letter from Frederick Burbidge to F.W. Bradley, October 23, 1899","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill; handwritten,1899-10-23,reports; mining; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,163
"Unsigned letter, possibly from F.W. Bradley, to Frederick Burbidge, October 22, 1899 [01]","Bradley, F.W.",Contracts with a Mr. Rust and the Tacoma Smelting Co. are discussed,1899-10-22,correspondence; contracts; smelting,Mexico--Chihuahua-Chihuahua City,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,164
"Unsigned letter, possibly from F.W. Bradley, to Frederick Burbidge, October 22, 1899 [02]","Bradley, F.W.",[Bradley] replies to recent correspondence; 2 pages,1899-10-22,correspondence; legal disputes; labor unions; machinery,Mexico--Chihuahua-Chihuahua City,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,165
"Letter from Frederick Burbidge to F.W. Bradley, October 22, 1899","Burbidge, Frederick","Burbidge discusses the court case involving the Reed Tunnel water; handwritten, 2 pages",1899-10-22,legal disputes; water supply;,United States--Washington--Spokane County--Spokane,unknown,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,166
"Letter from Frederick Burbidge to F.W. Bradley, April 18, 1899 [01]","Burbidge, Frederick",Burbidge explains bond negotiations for mining claims; handwritten.,1899-04-18,bonds; mining claims,United States--Idaho--Shoshone County--Kellogg,United States--Idaho--Owyhee County--De Lamar,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,167
"Unsigned letter, possibly from F.W. Bradley, to Frederick Burbidge, October 21, 1899","Bradley, F.W.",[Bradley] replies to recent correspondence.,1899-10-21,correspondence; water rights; legal disputes,Mexico--Chihuahua-Chihuahua City,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,168
"Unsigned letter, possibly from Frederick Burbidge, to W.R. Rust, October 21, 1899","Burbidge, Frederick",A contract with the Tacoma Smelting Company is discussed.,1899-10-21,ore; smelting; contracts,United States--Idaho--Shoshone County--Kellogg,United States--Washington--Pierce County--Tacoma,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,169
"Letter from Frederick Burbidge to F.W. Bradley, October 08, 1899","Burbidge, Frederick",Burbidge informs Bradley of an accusation that they are using more than their fair share of the Reed Tunnel water and the water from Milo Creek; 2 pages,1899-10-08,machinery; water supply; water rights; legal disputes,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,170
"Letter from Frederick Burbidge to F.W. Bradley, October 30, 1899","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill; handwritten,1899-10-30,reports; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,171
"Unsigned letter to Curtis H. Lindley, October 08, 1899",,The flow of water through a flume owned by Last Chance and the rights to that water are discussed; 2 pages.,1899-10-08,water supply; property destruction; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,172
"Letter from Frederick Burbidge to F.W. Bradley, October 28, 1899 [01]","Burbidge, Frederick",Burbidge informs Bradley of his appearance in court regarding the Reed Tunnel Water case; handwritten,1899-10-28,legal disputes; water rights,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,173
"Letter from Frederick Burbidge to F.W. Bradley, October 28, 1899 [02]","Burbidge, Frederick","Burbidge discusses the progress of the Stemwinder Case; 3 pages, handwritten",1899-10-28,legal disputes; prosecution; dynamite; maps,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,174
"Letter from Frederick Burbidge to Alex. Granger, October 24, 1899 [01]","Burbidge, Frederick",Burbidge requests fire insurance coverage on their new sawmill buildings; handwritten,1899-10-24,insurance; machinery,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,175
