Title	Creator	Description	Date	Subject	Keywords	Relation	Contributing Institution	Publisher Digital	Digital Collection Website	Source	Identifier	Publisher	Format Original	Type	Format	Digitization Specifications	Rights	Language	Date Digital	Coverage	Latitude	Longitude	Full text	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter to the Clearwater Dams Association	Shepard, Alfred C.; Curtis, Bert	F.S. Smithers and Company inquires about the progress of the Bruces Eddy Project and Curtis' response, explaining the state of the Bruces Eddy Project	1957-05-15	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Bruces Eddy; Clearwarer Dams Association;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-042		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/102	102	103.cpd	/dworshak/supp/102/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														J~~  (~ »a~  xx Pfl-&lt;~V,,~ £l~/zA-~  C'C.- 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/103	103	104.pdfpage	/dworshak/image/104.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														...... 3', '''7  OLE Gl.OM. AGENT  E. '217 GRANITE POINT DRIVE  SPOKANE 63. WASHINGTON  I AM VERY HAPPY TO HAVE 'I'OlR l£TTER Of' JULY 26 CONCERNING THE BRUCEt, EDDY PROJECT ON THE  NORTH FORK or THE CLEARWATER RIVER IN IDAHO. RARELY DO WE HAVE PEOPLE WRITING FOR SUCH  lfrEORMATION AJrI) IT IS A PlCMlRE TO 'tIQRK wITH PEOPLE WHO ARE SEEKING lH[ TRUTH AeOUT THIS  IMPORTANT WATER RESOURCE DEVELOPMENT.  THE CltAR'liATER RIYER IS THE ....JQR STREAM Of' THE PAC'rlC NClR1lAIEST REMAINING \JCONTAOLlED  THIS RIVER FL..0.'5 ON AN AvtRAG£ or AF'PROXIMlTEl.Y 8i MILLION ACRE reET or WATER """lLY ALL  GOING TO WASTE AJC) CAUSING DESTRUCTION. ntis 15 tNT IRELY TO VAlUA8LE 01' A RE5~[ TO GO  OVER lOOKED IN 0lR RAPIDLY GROWING NORTH WEST WHICH 15 IN SUCH NEED or H'I'DAO [lEeTRle EN.:.  ERGY. NlVIGATlON AI«) MUfY or THE OTHER BENEYITS THIS PAO.IECT WClUIJ) AITOAD.  TM£ 5101tY OF ELECTRICAL tNERGY .uD THE MUD 01 IT roR EXPANSION OF CUt IfrOUST'RIES IS VEll  KN:lWN. WE HEAR KJCH or AlLMIJ«.M PLANB. THE YAlUAelE CLAY DEP05lTS or UTAH COl.IfTY. PULP  MILLS THROUGI«)tJT 0lJt fOif1'M,/[ST AEGION AfrO 0TMf:R DEVElOR4DfT OESIMD BY All. or PRIMMY  CONCERN 1$, or COl.R5E. WHtRt Will THE EHERGY COM( rROM TO *1(£ SOCH OCYELOflMD(1' POSSISlE.  0lR REGION IS FACING AT THIS TU€ .. PERIOD or STAGNATION AfrO ECONOMIC RCTROGRESSION.  WILD L1rt INTERESTS SEEM 10 BE THE PRINCIPLt GROUP OPPOSCD TO WATER RESOlRCES DEVELOPMENT.  IT IS SKAMErut THAT $UOH RESOlJ'CCS StOJLD BlESS THIS MGION WITlClUT F'CUI)ATlON. V[ ALL  WANT WILDllF'( Ate) r1StHIG R£:SOIJtCES AN) RECRUTION AS V£Ll. THE CO\lrITRY IS rtIlL or  MARVEL.0!J5 ACHIEVEMENTS AfrI) ADVANCEMENT OF FISH. WILDLIFE. BOATING AM) ALL AROlN) RE_  CREATION WHERE MAN_KIN) Ho\S ESTABLISHED DAMS Ate) WATER RESERVOIRS. THE NORTH IDAt() LAKES  ARE A GOOD [)(AMPLE or F'INE RECREATION. IN MONTANA At«) 50UTH IDAHO WE HAVE MANY OTHER  EXAMPLES or MUf WJ)£ LAKES WHERE THE RECREATION 8U5INESS IS BUILDING UP VERY RAPIDLY.  WITH THE BUILDING C1F HYDRO ELECTRIC PRO.JECT5 Will C04E GREATER VALU£5 WHICH WilL RE1'\.RN  TAX BEHEF'ITS TO CUt REGION. CERTAINLY £VERY ON SK:lUlD AGREE TKAT OUR COlImIY IS BEING  TAXm TO THE LIMIT AT THIS TIME: AJI)Y(T WE DO NOT THINK OF COt....UTl' F'ACllITiES THAT  StOJLD BE DISCARDED. OBVIOUSLY THE ONLY VAY TO MEET Tl4[ SlT\MTION IS TO I~E OI.M TAX  S1'RUCT\.RE BY INCREASE or THE TAX BASE.  I AM SDOllIi. ALONG A P.uAtt£T WHICH Will GIVE YOU MUCH C1F THE DETAIL YOU MIGHT' BE IN­TlRESTED  IN AN) IF THERE ARE AN'( SPECIFIC QWSTIONS YOU WOUlD 1I1C£ TO HAY( ME ANSWER  PLEASE GIVE ME THE: OPf'Ot'....ITY.  51 NCERElY YOt.R5,  A.8. Cl.RTIS, MA.VOR 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/104	104	105.pdfpage	/dworshak/image/105.pdfpage
A letter to Loe Gudda	Gudda, Ole; Curtis, Bert	Ole Gudda requests information from Bert Curtis regarding Bruces Eddy; Curtis explains the benefits of the Bruces Eddy Project	1957-07-26	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-043		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/105	105	106.cpd	/dworshak/supp/105/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														Nov_ 21.. 1960  Colonel Paul H. s,mbol  Dutrict :Dlgineer  Corp. of ingJneen  Walla Walla. W.,b1D&ton  n.ar Paull  'lbonk )'OIl for JOur letter of IIov_ 15 conc.m1n& cottqo  a:1.te. on the proPOled. Bruen Edd7 reservoir.  Your l.tter give. a IIlUCh better picture of tho o1tuation than  ... bave Iwl heretofore. and I thI.nk it will eloar 1lp tho VU'­iouo  viewpointe that bave be.. apre..ed lco~.  '!her. hoe be.. UDU&U&1lT ~ interoot in land uo. aro1ltld tho  prcpo.ed poell pr1noiP"llT b7 tho.. "bo d..1ro._ cottag...  '!her. hoe eloe bee quit. a bit of inter••t aproo.ed in 1and  uo. tor rooroat1on1.to and ..... int....t on a1ll &it. location.  and induatr1el doveloplOnt. 'Dli. u quite naturel and it u  roaaonable to _t that ther. will b. IW\T people look:lng  tor opportun1ti.. of Tarloua t1P...  I save a CON of JOur l.tter to Womer end a8l&lt;ed lUm to print  that part of it llbich llCuld b. of intero.t to tho peopl. in  thU aroo. I f.el .ure that th. will be ploued llith tho  pollcT ""Proc.ed b7 tho DopartIlont of Interior end tho Corp.  of ErlgJ.nooro. lind reprdo and I "111 look fol'll&rd to ••o1n&  JOU in Port1and n_ ...ok.  Sincore1T.  J.. B. CURTIS  IIqor 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/106	106	107.pdfpage	/dworshak/image/107.pdfpage
A letter to Paul H. Symbol	Curtis, Bert	Bert Curtis discusses cottages surrounding the Dworshak reservior	1960-11-21	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Symbol, Paul H.; Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-044		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/107	107	108.cpd	/dworshak/supp/107/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														ColMel Paul s,mbol.  Di.trict EbgIn.or  Arrq Corpo ot Eu&1D.....  lIolla llal1&, lIuhiJ1gton  D.... Paul'  II. doclclod to _r1&l.ise tho Idaho Leglol&t..... on  tho Brue.. Edd;r proJoct. I boll.... the _r1&l to  our CoDgrooa ldll be helptu1 _ s'&gt;0W.4, in • .uet  eort ot • ...." put tho toro.. ot oppoo1t1on in a  little tougher po.ition.  Enclo.od is aIJout what we hod in Il1nd _ I haTe  roari&lt;od up • t"" corroctiona ldUch are tha product  ot tho .tud7 which has be., carr10d on in tho laat  two 7aaro. Would 70u Il1nd ha-.1ng on. ot )'our pocpl..  ch.ck this oTer and P.,oU in ""7th1n8 that should  b.ienaco.rreotodZ Pl..... have th_ h~ it beck to me we want to introduce the ••&allre on Janu&r)" 2  in Bois.. lind r.gards tor a rael ~ Christmas  and hapw bolidq .auon.  51nc.ral,T•  A. B. CURTIS  Mqor  Enolo...... 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/108	108	109.pdfpage	/dworshak/image/109.pdfpage
A letter to Paul H. Symbol	Curtis, Bert	Curtis asks symbol for comments on commending the Idaho Legislature on the Bruces Eddy Project	1960-12-15	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Symbol, Paul H.; Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-045		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/109	109	110.cpd	/dworshak/supp/109/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														legislature of the State of Idaho)  IN TI'E SENATE  SENATE JCI~i I:EITIlIA: ~O,  (Thirty-Third Session  cy --:- Committee  TO 11::: l~ot\ORAmr:: SENAT~ me I:CU:: CF' r:r~~:::N:A'ilV_3 CF 11"2 L"NI'TI:D STA':Z3  n-; CQf\:Gr: _:JS ASS J':LE::  I lie, your De~orialists, the legislature of the State of Idaho, re-  2 spectfully represent, that:  3 WHER:::;"S, as pointed out in the t.rmy Corp of Engineer's 308 fieview  4 Report, the site of the proposed storaf:e dam on the Clearwnter 1iver  5 in ClearlVater :ounty, Idaho, l,nOlVn ::IS Bruce's fddy, is a great natural  6 location for a multipurrose hydroelectric dam installation: and  7 !~'CREAS, ~nnual flood damage of considerable prorortion exists on  6 the Clearwater ~iver, such damage being estimoted at an excess of  9 $I,COC,OOO per year on a long term basis; a reOCCLrrence of the 1940  Ie flood in the Clearwater Valley, based on rresent conditions. would cause  11 an estimate damage of $3,000,000; a flood of standard project magnitude,  12 which is possible of OCCl~Tence. would be unusually disasterous and  13 would cause an ~stimated dam~~e of $24,OOO.OCO; and  14 :'ll:ER ...AS. the potentiality for cOr.T.'lcrcial and indl'strial development  15 in the Clearwater Gasin cnnnot be re;.,lizcd t'ntil substantial regulation  16 of the flows of the Clearwater for the r'lrevention of flood damace is  17 effected; and  10 \n;E~~J, hydroelectric power is urgently needed to relieve the power  19 shortage in Idaho and in the Facific ~orthwest; and  20 lffiEREAS, navigation and recreational benefits are important to the  21 Clearwater area and to the State of Idaho; and  22 !fl!EREAS, the Bruce' s ~ddy project, as reconvnended by the Army Corp  23 of Engineers, would be a multipurpose project, accomplishin~ the follow­24  ing. among other purposes;  25 1. Flood Control. local flood damages in the Clearwater Basin would  26 be reduced by apprOXimately $600,000 annually by the Bruce's-Eddy project 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/110	110	111.pdfpage	/dworshak/image/111.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														27 'alone. The major flood problems on the lower Columbia aiver would  28 be importantly benefi ted by upstreilm storage as would be provided by  29 this proposed project.  30 2. Power. A Bruce's Eddy power plant Iyould have, at site, depend-  31 able capacity of 240,CCC kilcwatts. During an assumed economic life  32 of 50 years, the Bruce's Eddy plilnt IYorld generate about 1,336,CCC,CCC  33 kilowatt hOl:rs annllally of which n!Jout 1,179,GCC.CCC kilowatt hours  34 would be firm energy in the load. In addition, storage releases from  35 Bruce's Eddy reservoir would increase the firm encrgy at downstream  36 generating plants by 799.CCC,CCC kilm'latt hoers anm'ally. Fower bene-  37 fits credited to the pro;ect wOl:ld amount to $5,693,CCC for at site  38 power; $2,482,cot for incremental firm ener~y made available at down­39  stream power plants resulting in a total power benefit of $8,175,000  40 annually.  41 3. Naviga-tion. The Bruce's Eddy project would provide important  42 navigation benefits, practically all of which would come from the  43 advantane provided transportation of logs to mills. Denefi ts from  44 this source are estimated at $537.000 annually.  45 4. Recreation. The 49 mile-lono reservoir will nrovide many and  46 varied recreational bencti ts to the reorle of the State of Idaho; and  47 :,'l'£!CAS, four ma~or :-rivntc l tilities have formed the Pacific  48 i\'orth~lest Power Company. Ti:is Comnany has receive~ a preliminary permit  49 for the Oncc's l:ddy pro:cct. ':tart of ir.unediate constl\'ction awaits  50 Corgressional legislation concern inC? the division of cost for down-river  51 and other non-compensable i terns between the ";overnment and private industJ  52 r\CH, THERJCr.:.:, BE IT RrSClVED l:y the Senate of the &lt;itate of Idaho,  53 the I'ouse of Rerresentatives concurring, that we most resnectfully  54 urge upon the Congress of the rnited States of America that Congress  55 expedite sllch legislation as shall be required to the end that construct­56  ion on the Bruce' s ~dy Dam project on the Clearwater Piver in Idaho  57 may be cOflll'!1enccd at an early date through a cooperative DIan for a  58 combination use of private resources and federal participation as suqUestl  59 by the partnership prorosals ~f rresident Eisenhower and his administrati, 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/111	111	112.pdfpage	/dworshak/image/112.pdfpage
Page 3									http://www.lib.uidaho.edu/digital/dworshak/														60 I3E 17 FTnTI"E~ R··';CL'lED. That the Secretary of C)tate of the State  61 of Idaho be authorized and lie is hereby directed to immediately forward  62 certified copies of this remorial to the Senate and the House of Represen  63 tives of the United States of America. to the rederal Power Commission.  64 and to the Senators und the Rcpresen.tatives in Congress fror.! this State  65 and from the States of ~lontana, Washington and Oreepn. 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/112	112	113.pdfpage	/dworshak/image/113.pdfpage
Resolution to Urge Congress to approve the Bruces Eddy Project		The Idaho Legislatureresolution outlines the benefits of the Bruces Eddy Project, and urges the US congress to approve it.	1960-12-15	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-047		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/113	113	114.cpd	/dworshak/supp/113/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														1I.1~  Col~ __  D1Rr1n Dtc!D...  "&lola aaua D18t.zo1et.  ""'" c:orpe of ",1••",.  Nllw "-llw. ~.obl'-  Doer oj,..  1lIMlr. 1" .,.., kl""T ~... .,...., let.__teet 7 • \100 _ ..  f'J'oJ-\ C1lIII l.a "4\_ la w .. 10\..... ot OIllVa1rJ ••  t .... _T.~w1._ .,..,~_\100 "'j~ _ I  .... \100\ U _ WI\ t.&k_ too _ of lWP 1Iopor_. \mo. 1 do WI\  ......\ 1" to ...~Jato _ 4-.u.  1 W. Col~ ~" let._ .t__U. 1960J *1A U&lo JO'mol- JlI1lT ld.tIl aIloreUAo Ilelp "" t-x \100\__100  IMt a~~.. of~1'I'Ol'I"V'  c:a 1" \ell ... J~ 11 \100 ""'"~ _ ...,lJIol... \100 "111&. a\  \100 _til of .._ Creak' I Wak ... t.alk04 _ W. a l1\Uo lu\  'IUZ'. llIl\ ... _\ jaw _14on11lo .-u 1d.tIl ColA&l IV *'l \100 .,...  Nt_ lut. "ak.... _ Md. of \100 _ JO'OIIOMCI br1d&o to .......  \100 al.U., ._tv91IOIt. a 4otia1k Ioe&tUa \~.  nu.a u .......tllllda"l.__NIt 41ft_• .. '- .. 1\  u la \IMt -..x ._\all ot \Ilo rIT" _ \100 _til of  ___ Creak 100 tIoo _til of ........ Creak 1IIUIll u Ju\ IMtl8w \100  _til of UllI L1tU. MoI'tII JWto:. 1'lIwe .... _t tlTO 1111_ ot I'1TII'  _ .. \IMt ........IJlI -wt '" _ 4..:i.rUlAI. Ct _ tIo1a ..111&. 1.  o1tN\10o0 1u__u."~_ t.o '" la IOt.t..laI ..... ,...\_1aD _ .. _ tortIl. 'DlI --t..laIlIr14I' _ lIol1lt lalm_  ... ~-X _\ ~T ~ It.o 1'tIpl".DIL~. 1 tIoUlk \IlIl a _ of  .......... boa 1" at W. tmo -.l4 '" .,.., Ilelptul to ••  • _ ........\IT JlJ"IIlU'1JlI t.o • t.o Waobl",- - ..... TW7 -rpUoa1l.T  ... JIud tor Woe pl"OJeo\ *1M _ teal. 1.8 .at; ."17"17- ".... '11111. \0 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/114	114	115.pdfpage	/dworshak/image/115.pdfpage
